,reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,helpful_numerator,helpful_denominator,unhelpful,metric,classification
334,A2CACEY6LA3QUB,B000NZWU00,Wynlee,"[2, 2]",bought this for my best friend for christmas looks just like the one in the picture shes going to love it very happy i saw this,5.0,Perfect!,1386201600,"12 5, 2013",2,2,0,1.0,1
339,A1PL6VA9OKD155,B000GOVRDE,towerxvi,"[0, 1]",the fit was just off for my body type  it fit ok at the waist but way overly baggy in the seat and thigh,2.0,I didn't like the fit,1390608000,"01 25, 2014",0,1,1,-1.0,0
348,A389AB5MB0QKNP,B000EP7J4G,California lady,"[13, 14]",although these shoe covers look like all the others out there as a realtor id say this is false advertising to call them large and amazon doesnt seem to offer an extra large option  mostly women and children were able to fit these on their shoes but not men so they arent of much use at my open houses  comn amazon  read all the reviews and amp up the sizing option,2.0,Shoe Covers - Too Small,1299024000,"03 2, 2011",13,14,1,0.8571428571428571,1
352,AFTOJCGW8QXAV,B0000ZCH4W,Jan Byrd,"[3, 4]",rather than reiterate all the other positive comments made in the other reviews which i agree with wholeheartedly i am simply adding my 5 stars to continue to bring up the rating of this outstanding brief  try them if you have tried everything else without success you will not be disappointed  the only con is the price just wish you could purchase womens briefs like mens 3 to a pack and for a reasonable price,5.0,Perfect,1357257600,"01 4, 2013",3,4,1,0.5,1
354,A2AHY1ZJ7RV3Y8,B0056WPYMG,Wang Zhen,"[0, 1]",a nice pair jeans fits well but a little longer than needed made in pakistan details could be improved  the stature is 52,4.0,Nice but a little expensive,1390262400,"01 21, 2014",0,1,1,-1.0,0
358,A1T4V8SQSAEIST,B00CXN1QR8,G. Truskett,"[0, 1]",i wanted a pair of brown shoes even though they state color as chocolate the color is more on the gray side i returned the quality is great and very well made wish the color was as stated,4.0,color off.,1387584000,"12 21, 2013",0,1,1,-1.0,0
372,ABQSGBIFIZB5X,B0007TLLAC,"Marlene Hornstein ""mavis beacon1""","[1, 1]",i always buy sketchers for my husband as they are very comfortable and very durablenow that i know my husbands size they fit the way they should  though i do believesizes have changed over the years due to the sizes manufactured in asia  my husbandused to wear a 95 and now wears a 105  anyway if you know your size these shouldfit perfectly,5.0,You Can't Go Wrong With Sketchers,1378425600,"09 6, 2013",1,1,0,1.0,1
382,A966L65JSN8XN,B000BRQVH8,"N. Schleif ""night owl""","[1, 1]",i got these for my elderly mother and she really loves them theyre easy to get on and off for her and so soft and warm inside they seem to hold up well with washing so far she liked them so well she asked me to get her more which i will,5.0,My Mom loves them!,1343865600,"08 2, 2012",1,1,0,1.0,1
385,A1WE8KTC20NY65,B000OX06SE,Denise,"[11, 14]",i dont understand all the negative reviews  i ordered a half dozen just to make sure i always have oneyes they get stained if you leave them in the sink and dump spaghetti sauce on it and dont wash it off right awaybut any mat that isnt metal would do that  if i am making something with sauce  i just take it out of the sink and roll it up behind the faucetdoesnt get much easier than thata sink mat is a disposable item  i expect to replace it every year  i may get 2 years if im good at picking it out of the sink for messy food  but if i forget to pick it up thats my fault not the mats,5.0,"Love these sink mats - but yes, they can stain if you dump sauce on and don't clean it off!",1309996800,"07 7, 2011",11,14,3,0.5714285714285714,1
388,A3FTWPR7IS47RK,B009Z7GKZ8,Mimi B,"[1, 3]",when it first arrived i loved it it was very beautiful and i received so many compliments but it was cheaply made the metal around the tassel tarnished ultimately leading to the chain breaking very disappointing,2.0,The tassel broke in two weeks,1370044800,"06 1, 2013",1,3,2,-0.3333333333333333,0
391,A3A5BTMIS3RMSV,B0007MCUTK,jeffstewart,"[1, 6]",mine came with the eyelets off left to right also i also went down a half size ang got at least two sizes larger the med width was more like lgit said clarks original quality then i look and it says made in veitnam for the price of these shoes i expected alot more also even its getting harder to find made in usa is my preference i wasnt expecting it but veitnam i mean really im sending these back and dont want them back i will never buy another pair of clarks shoes no matter what condition there in and people wonder where all the jobs areget the same at wall mart,1.0,Veitnam,1367539200,"05 3, 2013",1,6,5,-0.6666666666666666,0
393,A2CNNSXGI1U79X,B000ZPOWP4,tc,"[0, 1]",if you are looking for a great gift for your other half i would recommend this too anyone it fitsgreat and lookks awesome,5.0,AWESOME BUY,1361145600,"02 18, 2013",0,1,1,-1.0,0
398,A3LQDYVAAHHV2T,B000BUNGNW,FYI,"[2, 2]",the fabric of this shirt is remarkably comfortable and fits wide shoulders very well this would normally take an xl at least but the medium worked perfectly layering this under dressshirts adds warmth and looks classy a great deal for the price better to layerup with clothes than carry around the heavy and hot 40 pounds that used to gird the girth those with wider tummies may prefer to orderup good luck,5.0,Soft & Warm,1367798400,"05 6, 2013",2,2,0,1.0,1
399,A2FMK0SLCHHCW3,B000PBTTO2,Shilo,"[7, 7]",i wear these slacks at work every day  i had bought a number of them at macys but wanted to add a few colors to my wardrobe so picked up the midnight blue and the gravel  for those who may be confused about what a d1 slim fit is these arent necessarily for slim men i wear a 3436 and am considered husky theyre for men with less butt who prefer slacks that dont have a lot of extra material  sizewise when trying them on at macys i noticed that the same size on a label doesnt always equate to identical fit but both pair i bought here on amazon seemed to be sized properly  one thing ive noticed is that these are more of a dull cottony finish as opposed to all the others i bought at macys which have more of a polyester sheen and feel  not bad just different  i would also mention in passing that the midnight slacks though dark dark blue are difficult to distinguish from the black slacks i already had  if youre looking for slacks that are more blue than black these may not work for you the gravel color however is a true dark gray as shown in the photo,5.0,"Great slacks, standard fit",1397174400,"04 11, 2014",7,7,0,1.0,1
401,A2QE9FT13SXK92,B006X40Y6W,"LAVENDER ""P. S.""","[0, 1]",i as well bought my usual size as well as the other one review   its to tighti could hardly put my foot in itso im taking them to a second hand storei like the foam cushion in them to  these are cardboardits good enough to get you out of high heels  loli have much better luck buying from  bridal storessame ones  you can see themim glad others liked them  i wish i didohh  well  i still have my others thats fit ,1.0,"Pretty Colors but they run small,",1363305600,"03 15, 2013",0,1,1,-1.0,0
402,AEWC9FQ01I79E,B000CNAAAA,Donald Farfrae,"[1, 1]",these socks are truly great they are amazingly warm and comfy no itching at all you can wear them around the house or outdoors although they are perhaps too hot for nearfreezing temperatures if you wear winter boots  they are designed for much colder weather my only question mark is how long they are going to last  they dont look that great after a few washes but it may mean little in terms of durability,5.0,Impressed,1361059200,"02 17, 2013",1,1,0,1.0,1
408,A33IZT099M7Y5,B005442K1E,Stanton Royce MBA,"[2, 9]",this canyon brown scarf is a totally different color and material texture than is the carhartt mens acrylic watch hat canyon brown sold by smooth shop the cap is a light brown whereas the scarf is more of a dark olive brown while i just got them and dont know how well they hold up after wearing and washing as new items other than the color and material texture difference i would rate one or the other a 5 on its own but for supposedly a matching hat and scarf that dont match in material texture or color not even close they suck,2.0,Carhartt Canyon Brown Clothing Does Not Match in Color,1355702400,"12 17, 2012",2,9,7,-0.5555555555555556,0
409,A2W4ICKG1WMHXG,B00FXW6LTE,Caroline,"[0, 1]",im no jewelry expert so i didnt really have a concept of how big these are even though it says  i just figured for the same exact price i might as well get the bigger ones right  well i have the princess in the one size smaller and they look a lot more real bc theyre smaller  these are big enough that most people in my average joe line of work would assume theyre fake  i still like them and otherwise think they look real sparkly and pretty,4.0,a little on the big side,1402790400,"06 15, 2014",0,1,1,-1.0,0
411,A1TIIZSPSYG9J9,B005D7WX96,Susan Heuckeroth,"[0, 1]",these sandles are true to size size 8 for me fit great and are super comfortable and they go with just about everything  they look durable and im very hard on sandles during the summer so well see how they fare after the summer  ill let you know,5.0,Great Walking Sandles!,1361145600,"02 18, 2013",0,1,1,-1.0,0
420,A2SUUFLSEGMD5A,B0025VLMHW,L. Kelly,"[0, 1]",these boots fit nicely and are comfortable but the lining is wool not shearling sheep fur so they dont look much like the expensive brands especially when worn turned down like all suede boots they need to be waterproofed to keep looking their best they are toasty warm and can be worn around the house like slippers or outside if waterproofed i found the ankle support to be better in these than in other better brand shearling boots although nothing in this style has great support  my teenaged daughter loves them and says they are fashionable enough even if they are fuggs fake uggs,4.0,nice boot but not shearling,1266537600,"02 19, 2010",0,1,1,-1.0,0
422,A250AXLRBVYKB4,B0002UD438,"Nathan Beauchamp ""ConsumerAdvocate (nathan(at...","[6, 7]",i bought this as a christmas present for my wife the watch is very high quality and the stainless steel is just beautiful the motherofpearl inlay is very nice and not over done this watch just looks classy and goes well with both work or casual clothes for point of reference the watch face is about the size of a us quarterthe watch is surprisingly light and the band very flexible the watch band is highly adjustable and does not involve removing any loops of the band since the band is a steel weave instead there is an small lever built into the fastener and small ribs in the watch band to adjust the band all that is required is to loosen the lever move the latch to the right location and then tighten it down again youll need a small screwdriver to do this as it cinches tightly onto the bandi wanted to get my wife a watch that was quite nicehad a high build quality but one that was not extremely expensive this skagen watch gets 5 stars on all three of those criteria we both love it,5.0,Classy,1230076800,"12 24, 2008",6,7,1,0.7142857142857143,1
